source_page,link_text,href,kind,target,local_exists,status,anchor_ok,notes,public_status
ressources/activite-03-album-classe.html,"Voir un exemple Imprimer ou enregistrer en PDF Structure proposée 1 Couverture Titre collectif, classe, date, image d'ou",activite-03-exemple-production.html,internal,ressources/activite-03-exemple-production.html,yes,exists,n/a,,200
ressources/activite-03-cartes-chronologiques.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-cartes-chronologiques.html,Retour à l'activité Cartes imprimables · Activité 3 Une histoire qui change de forme Les cartes aident à comprendre que ,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-cartes-chronologiques.html,Retour à l'activité Imprimer ou enregistrer en PDF Consigne Découper les cartes. Les élèves les classent d'abord libreme,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-corpus-images.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-corpus-images.html,Retour à l'activité Corpus · Activité 3 Images et documents à interroger Ce corpus sert à apprendre une règle simple : u,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-corpus-images.html,Retour à l'activité,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-corpus-images.html,"Suivi des images Imprimer ou enregistrer en PDF Mode d'emploi Pour les élèves, garder des légendes courtes qui ne donnen",../assets/activite-03/README.md,internal,assets/activite-03/README.md,yes,exists,n/a,markdown linked publicly,200
ressources/activite-03-corpus-images.html,"Barbara Carè, 2025, From the astragalus to the heel : discussion sur les images, talus et la réception du talon d'Achill",https://academic.oup.com/bics/article/68/1/1/8101479,external,https://academic.oup.com/bics/article/68/1/1/8101479,n/a,403,n/a,,n/a
ressources/activite-03-corpus-images.html,"NCBI Bookshelf, Talus : repère anatomique moderne.",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/activite-03-corpus-images.html,"assets/activite-03/README.md : liste des images à rechercher, vérifier et créditer.",../assets/activite-03/README.md,internal,assets/activite-03/README.md,yes,exists,n/a,markdown linked publicly,200
ressources/activite-03-corrige-evaluation.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-corrige-evaluation.html,Retour à l'activité Corrigé raisonné · Activité 3 Réponses attendues et évaluation Le corrigé valorise la prudence : une,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-corrige-evaluation.html,Retour à l'activité,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-corrige-evaluation.html,Questionnaire Imprimer ou enregistrer en PDF Questionnaire : réponses attendues Repères de correction Question Réponse a,activite-03-questionnaire.html,internal,ressources/activite-03-questionnaire.html,yes,exists,n/a,,200
ressources/activite-03-exemple-production.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-exemple-production.html,Retour à l'activité Exemple commenté · Activité 3 Une page d'album possible Un modèle fictif pour montrer le niveau atte,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-exemple-production.html,Retour à l'activité Imprimer ou enregistrer en PDF Exemple élève Achille : du talon au petit os On connaît souvent l'exp,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-fiche-eleve-classe.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-fiche-eleve-classe.html,Retour à l'activité Fiche élève · Classe Achille : comment une histoire se transforme-t-elle ? Tu vas étudier une expres,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-fiche-eleve-classe.html,Retour à l'activité,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-fiche-eleve-classe.html,"Modèle d'album Imprimer ou enregistrer en PDF Phase 1 — Ce que je crois savoir Avant l'enquête, écris ou dessine ce que ",activite-03-album-classe.html,internal,ressources/activite-03-album-classe.html,yes,exists,n/a,,200
ressources/activite-03-fiche-eleve-classe.html,"Ouvrir le schéma Phase 4 — La chronologie Classe les cartes dans un ordre possible. Attention : les sources, les images ",activite-03-schema-talus.html,internal,ressources/activite-03-schema-talus.html,yes,exists,n/a,,200
ressources/activite-03-fiche-eleve-classe.html,"Ouvrir les cartes Phase 5 — Rédiger avec prudence Choisis une phrase trop rapide, puis transforme-la en phrase d'histori",activite-03-cartes-chronologiques.html,internal,ressources/activite-03-cartes-chronologiques.html,yes,exists,n/a,,200
ressources/activite-03-fiche-eleve-musee.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-fiche-eleve-musee.html,Retour à l'activité Fiche élève · Musée Achille et le petit os : enquête en deux stations Tu vas partir d'une histoire c,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-fiche-eleve-musee.html,Retour à l'activité,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-fiche-eleve-musee.html,Schéma du talus Imprimer ou enregistrer en PDF Station 1 — Le corps Observe le schéma ou l'objet présenté. Où se situe l,activite-03-schema-talus.html,internal,ressources/activite-03-schema-talus.html,yes,exists,n/a,,200
ressources/activite-03-guide-enseignant.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-guide-enseignant.html,Retour à l'activité Guide enseignant · Activité 3 Achille : comment une histoire se transforme-t-elle ? Un guide pour fa,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-guide-enseignant.html,Retour à l'activité,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-guide-enseignant.html,Fiche élève Imprimer ou enregistrer en PDF Question directrice Comment une histoire ancienne peut-elle changer quand ell,activite-03-fiche-eleve-classe.html,internal,ressources/activite-03-fiche-eleve-classe.html,yes,exists,n/a,,200
ressources/activite-03-guide-enseignant.html,"Barbara Carè, 2025, From the astragalus to the heel: revisiting the anatomy of Achilles' mythical invulnerability .",https://academic.oup.com/bics/article/68/1/1/8101479,external,https://academic.oup.com/bics/article/68/1/1/8101479,n/a,403,n/a,,n/a
ressources/activite-03-guide-enseignant.html,"van Drie & van Boxtel, 2008 : raisonnement historique, sources et contextualisation.",https://link.springer.com/article/10.1007/s10649-007-9098-3,external,https://link.springer.com/article/10.1007/s10649-007-9098-3,n/a,404,n/a,,n/a
ressources/activite-03-guide-enseignant.html,"NCBI Bookshelf, Talus : repères anatomiques.",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/activite-03-guide-musee.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-guide-musee.html,"Retour à l'activité Guide de médiation · Activité 3 Faire enquêter sans tout raconter Un format court pour vitrine, atel",activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-guide-musee.html,Retour à l'activité,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-guide-musee.html,"Fiche visiteur Imprimer ou enregistrer en PDF Organisation des stations Station 1 · Le corps Présenter un schéma, une re",activite-03-fiche-eleve-musee.html,internal,ressources/activite-03-fiche-eleve-musee.html,yes,exists,n/a,,200
ressources/activite-03-prolongement-illustration-ia.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-prolongement-illustration-ia.html,Retour à l'activité Prolongement · Images et esprit critique Illustrer avec l'IA sans fabriquer une fausse source Une ac,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-prolongement-illustration-ia.html,Retour à l'activité Imprimer ou enregistrer en PDF Principe Les élèves peuvent demander une illustration pour leur album,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-questionnaire.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-questionnaire.html,Retour à l'activité Questionnaire · Activité 3 Comprendre sans simplifier Questions progressives pour vérifier que les é,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-questionnaire.html,Retour à l'activité,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-questionnaire.html,"Corrigé Imprimer ou enregistrer en PDF Niveau 8-10 ans Que veut dire aujourd'hui l'expression ""le talon d'Achille"" ? Le ",activite-03-corrige-evaluation.html,internal,ressources/activite-03-corrige-evaluation.html,yes,exists,n/a,,200
ressources/activite-03-schema-talus.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-schema-talus.html,"Retour à l'activité Schéma anatomique · Activité 3 Talus, astragale, cheville et talon Une fiche pour déplacer l'attenti",activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-schema-talus.html,Retour à l'activité Imprimer ou enregistrer en PDF Schéma simplifié à annoter Tibia / fibula Talus astragale Calcanéum A,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-schema-talus.html,"NCBI Bookshelf, Talus : anatomie générale du talus et de ses articulations.",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/activite-03-schema-talus.html,"Kenhub, Talus bone : ressource anatomique de consultation pour vérifier le schéma avant diffusion.",https://www.kenhub.com/en/library/anatomy/talus-bone,external,https://www.kenhub.com/en/library/anatomy/talus-bone,n/a,404,n/a,,n/a
ressources/activite-04-biographie-objet.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-biographie-objet.html,Retour à l'activité Production finale · Activité 4 Biographie d'objet Un même astragale peut avoir plusieurs vies. Toute,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-biographie-objet.html,Retour à l'activité Imprimer ou enregistrer en PDF 1 Dans le corps de l'animal Ce que l'on sait : Indice et source : 2 S,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-cartes-contextes.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-cartes-contextes.html,Retour à l'activité Cartes imprimables · Activité 4 Cartes contextes Distribuer ces cartes une par une. Le code ne révèl,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-cartes-contextes.html,Retour à l'activité Imprimer ou enregistrer en PDF A1 · Support Os isolé L'objet est un astragale animal observé comme c,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-cartes-objets.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-cartes-objets.html,Retour à l'activité Cartes imprimables · Activité 4 Cartes objets Les rectos élève ne donnent aucune fonction. Les verso,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-cartes-objets.html,Retour à l'activité,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-cartes-objets.html,"Suivi des assets Imprimer ou enregistrer en PDF Objet A Observer sans interpréter Forme, surface, cassures, traces visib",../assets/activite-04/README.md,internal,assets/activite-04/README.md,yes,exists,n/a,markdown linked publicly,200
ressources/activite-04-cartes-objets.html,"assets/activite-04/README.md . Ne pas présenter un objet comme publié, daté ou interprété si sa notice n'a pas été vérif",../assets/activite-04/README.md,internal,assets/activite-04/README.md,yes,exists,n/a,markdown linked publicly,200
ressources/activite-04-cartes-usages.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-cartes-usages.html,Retour à l'activité Cartes imprimables · Activité 4 Cartes usages Ces cartes décrivent des hypothèses. Une carte n'est j,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-cartes-usages.html,Retour à l'activité Imprimer ou enregistrer en PDF Reste animal L'objet est d'abord un os provenant du squelette d'un an,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-corrige-evaluation.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-corrige-evaluation.html,Retour à l'activité Corrigé raisonné · Activité 4 Évaluer une interprétation prudente Le corrigé ne donne pas une foncti,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-corrige-evaluation.html,Retour à l'activité Imprimer ou enregistrer en PDF Réponses attendues par dossier Code Interprétation soutenable À refus,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-exemple-production.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-exemple-production.html,Retour à l'activité Exemple commenté · Activité 4 Un cartel prudent Modèle fictif pour montrer le niveau attendu. Il ne ,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-exemple-production.html,"Retour à l'activité Imprimer ou enregistrer en PDF Première version trop rapide ""Cet os est une amulette parce qu'il a u",activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-fiche-eleve-classe.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-fiche-eleve-classe.html,Retour à l'activité Fiche élève · Classe · Activité 4 Mener une enquête sur un astragale Ton groupe reçoit un objet codé,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-fiche-eleve-classe.html,Retour à l'activité,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-fiche-eleve-classe.html,Cartes objets Imprimer ou enregistrer en PDF Séance 1 — L'enquête sur les objets Déroulement de l'enquête Phase Mission ,activite-04-cartes-objets.html,internal,ressources/activite-04-cartes-objets.html,yes,exists,n/a,,200
ressources/activite-04-fiche-eleve-musee.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-fiche-eleve-musee.html,Retour à l'activité Fiche élève · Musée · Activité 4 Enquête devant un objet en os Choisis un astragale ou un objet en o,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-fiche-eleve-musee.html,Retour à l'activité,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-fiche-eleve-musee.html,Fiche d'observation Imprimer ou enregistrer en PDF Les sept étapes de l'enquête 1 Observer avant le cartel Note la matiè,activite-04-fiche-observation.html,internal,ressources/activite-04-fiche-observation.html,yes,exists,n/a,,200
ressources/activite-04-fiche-observation.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-fiche-observation.html,"Retour à l'activité Support élève · Activité 4 Fiche d'observation Cette fiche sert à séparer ce que l'on observe, ce qu",activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-fiche-observation.html,"Retour à l'activité Imprimer ou enregistrer en PDF Identification provisoire Code de l'objet Support observé : original,",activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-grille-interpretation.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-grille-interpretation.html,Retour à l'activité Support élève · Activité 4 Grille d'interprétation Compare plusieurs hypothèses avant de choisir ta ,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-grille-interpretation.html,Retour à l'activité Imprimer ou enregistrer en PDF Tester les usages possibles Usage envisagé Indices favorables Indices,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-guide-enseignant.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-guide-enseignant.html,Retour à l'activité Guide enseignant · Activité 4 Faire raisonner sur un objet ancien Un guide pour conduire l'enquête e,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-guide-enseignant.html,Retour à l'activité,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-guide-enseignant.html,"Fiche élève Imprimer ou enregistrer en PDF Question directrice Lorsque des archéologues découvrent un astragale, comment",activite-04-fiche-eleve-classe.html,internal,ressources/activite-04-fiche-eleve-classe.html,yes,exists,n/a,,200
ressources/activite-04-guide-enseignant.html,"NCBI Bookshelf, Foot Talus : repères anatomiques.",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/activite-04-guide-enseignant.html,"Gosden & Marshall, 1999 : biographie culturelle des objets.",https://doi.org/10.1080/00438243.1999.9980439,external,https://doi.org/10.1080/00438243.1999.9980439,n/a,403,n/a,,n/a
ressources/activite-04-guide-enseignant.html,"van Drie & van Boxtel, 2008 : raisonnement historique et contextualisation.",https://link.springer.com/article/10.1007/s10649-007-9098-3,external,https://link.springer.com/article/10.1007/s10649-007-9098-3,n/a,404,n/a,,n/a
ressources/activite-04-guide-enseignant.html,"Suivi des validations : objets, images, licences, modèles 3D et sources à compléter.",../assets/activite-04/README.md,internal,assets/activite-04/README.md,yes,exists,n/a,markdown linked publicly,200
ressources/activite-04-guide-musee.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-guide-musee.html,Retour à l'activité Guide de médiation · Activité 4 Installer une enquête en musée Ce guide aide à faire travailler les ,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-guide-musee.html,Retour à l'activité,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-guide-musee.html,Fiche visiteur Imprimer ou enregistrer en PDF Configurations possibles Objets en vitrine Observation sans manipulation. ,activite-04-fiche-eleve-musee.html,internal,ressources/activite-04-fiche-eleve-musee.html,yes,exists,n/a,,200
ressources/activite-04-prolongement-creation.html,H Histoires d'os,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-prolongement-creation.html,Retour à l'activité Prolongement · Activité 4 Concevoir un objet contemporain inspiré de l'astragale Cette activité créa,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-prolongement-creation.html,Retour à l'activité Imprimer ou enregistrer en PDF Mention obligatoire Cette production est une création contemporaine. ,activite-04-un-os-plusieurs-vies.html,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,H Histoires d'os,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-04-un-os-plusieurs-vies.html,"Retour aux activités Dossier pédagogique · Activité 4 Un os, plusieurs vies Un astragale découvert par les archéologues ",../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-04-un-os-plusieurs-vies.html,Retour au site,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-04-un-os-plusieurs-vies.html,Voir les ressources Imprimer ou enregistrer en PDF Question directrice Comment comprendre l'usage d'un astragale ancien ,#ressources,internal,ressources/activite-04-un-os-plusieurs-vies.html,yes,exists,yes,,200
ressources/activite-04-un-os-plusieurs-vies.html,"Ouvrir la fiche musée Version classe En une séance, l'activité fonctionne comme une enquête courte avec cartes d'objets,",activite-04-fiche-eleve-musee.html,internal,ressources/activite-04-fiche-eleve-musee.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,Ouvrir la fiche classe Corpus de travail Les cartes proposées utilisent des dossiers codés A à E. Les images réelles et ,activite-04-fiche-eleve-classe.html,internal,ressources/activite-04-fiche-eleve-classe.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,"01 Fiche élève — musée Enquête en vitrine, avec répliques ou photographies.",activite-04-fiche-eleve-musee.html,internal,ressources/activite-04-fiche-eleve-musee.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,02 Fiche élève — classe Une séance ou deux séances avec production finale.,activite-04-fiche-eleve-classe.html,internal,ressources/activite-04-fiche-eleve-classe.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,"03 Cartes objets Dossiers A à E, recto élève et verso adulte.",activite-04-cartes-objets.html,internal,ressources/activite-04-cartes-objets.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,"04 Cartes usages Dix hypothèses, dont fonction indéterminée.",activite-04-cartes-usages.html,internal,ressources/activite-04-cartes-usages.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,05 Cartes contextes Indices à révéler progressivement.,activite-04-cartes-contextes.html,internal,ressources/activite-04-cartes-contextes.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,"06 Fiche d'observation Décrire, interpréter, lister ce qui manque.",activite-04-fiche-observation.html,internal,ressources/activite-04-fiche-observation.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,07 Grille d'interprétation Comparer indices favorables et défavorables.,activite-04-grille-interpretation.html,internal,ressources/activite-04-grille-interpretation.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,"08 Biographie d'objet Frise de vie de l'os, de l'animal au musée.",activite-04-biographie-objet.html,internal,ressources/activite-04-biographie-objet.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,"09 Guide enseignant Déroulement, relances, obstacles et différenciation.",activite-04-guide-enseignant.html,internal,ressources/activite-04-guide-enseignant.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,"10 Guide du musée Stations, conservation, accessibilité et médiation.",activite-04-guide-musee.html,internal,ressources/activite-04-guide-musee.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,11 Corrigé et évaluation Réponses raisonnées et grille formative.,activite-04-corrige-evaluation.html,internal,ressources/activite-04-corrige-evaluation.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,12 Exemple de production Cartel fictif annoté et amélioration progressive.,activite-04-exemple-production.html,internal,ressources/activite-04-exemple-production.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,13 Prolongement créatif Créer un objet contemporain sans fabriquer une fausse source. Sources et appuis,activite-04-prolongement-creation.html,internal,ressources/activite-04-prolongement-creation.html,yes,exists,n/a,,200
ressources/activite-04-un-os-plusieurs-vies.html,"NCBI Bookshelf, Anatomy, Bony Pelvis and Lower Limb: Foot Talus : repères anatomiques sur le talus/astragale.",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/activite-04-un-os-plusieurs-vies.html,"Barbara Carè, 2025, From the astragalus to the heel : prudence sur vocabulaire, traditions et interprétations autour de ",https://academic.oup.com/bics/article/68/1/1/8101479,external,https://academic.oup.com/bics/article/68/1/1/8101479,n/a,403,n/a,,n/a
ressources/activite-04-un-os-plusieurs-vies.html,"Gosden & Marshall, 1999, The cultural biography of objects : cadre utile pour penser les vies successives des objets.",https://doi.org/10.1080/00438243.1999.9980439,external,https://doi.org/10.1080/00438243.1999.9980439,n/a,403,n/a,,n/a
ressources/activite-04-un-os-plusieurs-vies.html,"van Drie & van Boxtel, 2008 : raisonnement historique, sources et contextualisation.",https://link.springer.com/article/10.1007/s10649-007-9098-3,external,https://link.springer.com/article/10.1007/s10649-007-9098-3,n/a,404,n/a,,n/a
ressources/activite-04-un-os-plusieurs-vies.html,"assets/activite-04/README.md : suivi des objets, images, licences, modèles 3D et validations manquantes.",../assets/activite-04/README.md,internal,assets/activite-04/README.md,yes,exists,n/a,markdown linked publicly,200
ressources/document-mission-astragale.html,H Histoires d'os,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
