language,file,page,width_mm,height_mm,text_characters,body_text_characters,blank,characters_outside_page
it,activite-01-kit-complet.pdf,7,209.89,297.01,639,500,False,0
it,activite-01-kit-complet.pdf,8,209.89,297.01,602,471,False,0
it,activite-01-kit-complet.pdf,9,209.89,297.01,529,398,False,0
it,activite-01-kit-complet.pdf,10,209.89,297.01,455,322,False,0
it,activite-01-kit-complet.pdf,11,209.89,297.01,570,443,False,0
it,activite-01-kit-complet.pdf,12,209.89,297.01,393,269,False,0
it,activite-01-kit-complet.pdf,13,209.89,297.01,528,403,False,0
it,activite-01-kit-complet.pdf,14,209.89,297.01,1275,1101,False,0
it,activite-01-kit-complet.pdf,15,209.89,297.01,818,688,False,0
it,activite-01-kit-complet.pdf,16,209.89,297.01,1353,1215,False,0
it,activite-01-supports.pdf,1,209.89,297.01,446,322,False,0
it,activite-01-supports.pdf,2,209.89,297.01,561,443,False,0
it,activite-01-supports.pdf,3,209.89,297.01,384,269,False,0
it,activite-01-supports.pdf,4,209.89,297.01,589,472,False,0
it,activite-02-corrige.pdf,1,209.89,297.01,1260,1058,False,0
it,activite-02-corrige.pdf,2,209.89,297.01,813,651,False,0
it,activite-02-fiche-eleve.pdf,1,209.89,297.01,686,529,False,0
it,activite-02-fiche-eleve.pdf,2,209.89,297.01,643,487,False,0
it,activite-02-fiche-eleve.pdf,3,209.89,297.01,510,366,False,0
it,activite-02-guide-encadrement.pdf,1,209.89,297.01,980,811,False,0
it,activite-02-guide-encadrement.pdf,2,209.89,297.01,876,707,False,0
it,activite-02-guide-encadrement.pdf,3,209.89,297.01,1700,1488,False,0
it,activite-02-guide-encadrement.pdf,4,209.89,297.01,1651,1480,False,0
it,activite-02-guide-encadrement.pdf,5,209.89,297.01,415,263,False,0
it,activite-02-kit-complet.pdf,1,209.89,297.01,1050,892,False,0
it,activite-02-kit-complet.pdf,2,209.89,297.01,966,811,False,0
it,activite-02-kit-complet.pdf,3,209.89,297.01,862,707,False,0
it,activite-02-kit-complet.pdf,4,209.89,297.01,1686,1488,False,0
it,activite-02-kit-complet.pdf,5,209.89,297.01,1637,1480,False,0
it,activite-02-kit-complet.pdf,6,209.89,297.01,331,194,False,0
it,activite-02-kit-complet.pdf,7,209.89,297.01,682,529,False,0
it,activite-02-kit-complet.pdf,8,209.89,297.01,639,487,False,0
it,activite-02-kit-complet.pdf,9,209.89,297.01,436,297,False,0
it,activite-02-kit-complet.pdf,10,209.89,297.01,452,306,False,0
it,activite-02-kit-complet.pdf,11,209.89,297.01,409,267,False,0
it,activite-02-kit-complet.pdf,12,209.89,297.01,386,245,False,0
it,activite-02-kit-complet.pdf,13,209.89,297.01,433,289,False,0
it,activite-02-kit-complet.pdf,14,209.89,297.01,367,220,False,0
it,activite-02-kit-complet.pdf,15,209.89,297.01,250,110,False,0
it,activite-02-kit-complet.pdf,16,209.89,297.01,1243,1058,False,0
it,activite-02-kit-complet.pdf,17,209.89,297.01,726,582,False,0
it,activite-02-kit-complet.pdf,18,209.89,297.01,1322,1168,False,0
it,activite-02-supports.pdf,1,209.89,297.01,456,306,False,0
it,activite-02-supports.pdf,2,209.89,297.01,413,267,False,0
it,activite-02-supports.pdf,3,209.89,297.01,390,245,False,0
it,activite-02-supports.pdf,4,209.89,297.01,437,289,False,0
it,activite-02-supports.pdf,5,209.89,297.01,371,220,False,0
it,activite-02-supports.pdf,6,209.89,297.01,324,179,False,0
it,activite-03-corrige.pdf,1,209.89,297.01,1725,1529,False,0
it,activite-03-corrige.pdf,2,209.89,297.01,909,757,False,0
it,activite-03-fiche-eleve.pdf,1,209.89,297.01,770,615,False,0
it,activite-03-fiche-eleve.pdf,2,209.89,297.01,763,608,False,0
it,activite-03-fiche-eleve.pdf,3,209.89,297.01,531,391,False,0
it,activite-03-guide-encadrement.pdf,1,209.89,297.01,1099,936,False,0
it,activite-03-guide-encadrement.pdf,2,209.89,297.01,941,776,False,0
it,activite-03-guide-encadrement.pdf,3,209.89,297.01,1711,1511,False,0
it,activite-03-guide-encadrement.pdf,4,209.89,297.01,1792,1620,False,0
it,activite-03-guide-encadrement.pdf,5,209.89,297.01,660,509,False,0
it,activite-03-kit-complet.pdf,1,209.89,297.01,994,838,False,0
it,activite-03-kit-complet.pdf,2,209.89,297.01,1091,936,False,0
it,activite-03-kit-complet.pdf,3,209.89,297.01,933,776,False,0
it,activite-03-kit-complet.pdf,4,209.89,297.01,1703,1511,False,0
it,activite-03-kit-complet.pdf,5,209.89,297.01,1784,1620,False,0
it,activite-03-kit-complet.pdf,6,209.89,297.01,582,440,False,0
it,activite-03-kit-complet.pdf,7,209.89,297.01,770,615,False,0
it,activite-03-kit-complet.pdf,8,209.89,297.01,763,608,False,0
it,activite-03-kit-complet.pdf,9,209.89,297.01,461,322,False,0
it,activite-03-kit-complet.pdf,10,209.89,297.01,771,618,False,0
it,activite-03-kit-complet.pdf,11,209.89,297.01,565,425,False,0
it,activite-03-kit-complet.pdf,12,209.89,297.01,471,334,False,0
it,activite-03-kit-complet.pdf,13,209.89,297.01,625,484,False,0
it,activite-03-kit-complet.pdf,14,209.89,297.01,1723,1529,False,0
it,activite-03-kit-complet.pdf,15,209.89,297.01,837,688,False,0
it,activite-03-kit-complet.pdf,16,209.89,297.01,1588,1433,False,0
it,activite-03-supports.pdf,1,209.89,297.01,763,618,False,0
it,activite-03-supports.pdf,2,209.89,297.01,557,425,False,0
it,activite-03-supports.pdf,3,209.89,297.01,463,334,False,0
it,activite-03-supports.pdf,4,209.89,297.01,687,553,False,0
it,activite-04-corrige.pdf,1,209.89,297.01,1291,1109,False,0
it,activite-04-corrige.pdf,2,209.89,297.01,953,816,False,0
it,activite-04-fiche-eleve.pdf,1,209.89,297.01,586,446,False,0
it,activite-04-fiche-eleve.pdf,2,209.89,297.01,558,420,False,0
it,activite-04-fiche-eleve.pdf,3,209.89,297.01,654,521,False,0
it,activite-04-guide-encadrement.pdf,1,209.89,297.01,1071,918,False,0
it,activite-04-guide-encadrement.pdf,2,209.89,297.01,943,789,False,0
it,activite-04-guide-encadrement.pdf,3,209.89,297.01,1644,1451,False,0
it,activite-04-guide-encadrement.pdf,4,209.89,297.01,1804,1648,False,0
it,activite-04-guide-encadrement.pdf,5,209.89,297.01,401,266,False,0
it,activite-04-kit-complet.pdf,1,209.89,297.01,986,841,False,0
it,activite-04-kit-complet.pdf,2,209.89,297.01,1062,918,False,0
it,activite-04-kit-complet.pdf,3,209.89,297.01,934,789,False,0
it,activite-04-kit-complet.pdf,4,209.89,297.01,1635,1451,False,0
it,activite-04-kit-complet.pdf,5,209.89,297.01,1795,1648,False,0
it,activite-04-kit-complet.pdf,6,209.89,297.01,322,197,False,0
it,activite-04-kit-complet.pdf,7,209.89,297.01,585,446,False,0
it,activite-04-kit-complet.pdf,8,209.89,297.01,557,420,False,0
it,activite-04-kit-complet.pdf,9,209.89,297.01,583,452,False,0
it,activite-04-kit-complet.pdf,10,209.89,297.01,825,681,False,0
it,activite-04-kit-complet.pdf,11,209.89,297.01,557,419,False,0
it,activite-04-kit-complet.pdf,12,209.89,297.01,557,419,False,0
it,activite-04-kit-complet.pdf,13,209.89,297.01,557,419,False,0
it,activite-04-kit-complet.pdf,14,209.89,297.01,1288,1109,False,0
it,activite-04-kit-complet.pdf,15,209.89,297.01,880,747,False,0
it,activite-04-kit-complet.pdf,16,209.89,297.01,1285,1144,False,0
it,activite-04-supports.pdf,1,209.89,297.01,818,681,False,0
it,activite-04-supports.pdf,2,209.89,297.01,550,419,False,0
it,activite-04-supports.pdf,3,209.89,297.01,550,419,False,0
it,activite-04-supports.pdf,4,209.89,297.01,620,488,False,0
